date,time,time_number,vis_distance,temp,wind_speed
7/20/2022,8:51:00 PM,2051,16093,29.4,88
7/20/2022,9:51:00 PM,2151,16093,28.9,88
7/20/2022,10:51:00 PM,2251,16093,28.9,82
7/20/2022,11:51:00 PM,2351,16093,28.3,82
7/21/2022,12:00:00 AM,0,16000,28.3,82
7/21/2022,12:51:00 AM,51,16093,27.8,46
7/21/2022,1:51:00 AM,151,16093,26.7,41
7/21/2022,2:51:00 AM,251,16093,26.1,36
7/21/2022,3:51:00 AM,351,16093,25.6,51
7/21/2022,4:51:00 AM,451,16093,25,36
7/21/2022,5:51:00 AM,551,16093,24.4,41
7/21/2022,5:59:00 AM,559,999999,999.9,9999
7/21/2022,6:00:00 AM,600,16000,24.4,41
7/21/2022,6:51:00 AM,651,16093,23.9,41
7/21/2022,7:51:00 AM,751,16093,23.3,36
7/21/2022,8:51:00 AM,851,16093,22.2,36
7/21/2022,9:51:00 AM,951,16093,21.1,26
7/21/2022,10:51:00 AM,1051,16093,20.6,41
7/21/2022,11:51:00 AM,1151,16093,21.1,51
7/21/2022,12:00:00 PM,1200,16000,21.1,51
7/21/2022,12:51:00 PM,1251,16093,23.9,36
7/21/2022,1:51:00 PM,1351,16093,26.1,26
7/21/2022,2:51:00 PM,1451,16093,27.8,31
7/21/2022,3:51:00 PM,1551,16093,29.4,41
7/21/2022,4:51:00 PM,1651,16093,30.6,57
7/21/2022,5:51:00 PM,1751,16093,32.2,41
7/21/2022,6:00:00 PM,1800,16000,32.2,41
7/21/2022,6:51:00 PM,1851,16093,32.2,57
7/21/2022,7:51:00 PM,1951,16093,32.2,77
7/21/2022,8:51:00 PM,2051,16093,32.8,82
7/21/2022,9:51:00 PM,2151,16093,32.2,82
7/21/2022,10:51:00 PM,2251,16093,31.1,57
7/21/2022,11:51:00 PM,2351,16093,31.1,62
7/22/2022,12:00:00 AM,0,16000,31.1,62
7/22/2022,12:11:00 AM,11,16093,31.1,88
7/22/2022,12:26:00 AM,26,16093,31.1,62
7/22/2022,12:51:00 AM,51,16093,30,41
7/22/2022,1:51:00 AM,151,16093,28.9,51
7/22/2022,2:51:00 AM,251,16093,27.8,36
7/22/2022,3:51:00 AM,351,16093,27.2,57
7/22/2022,4:51:00 AM,451,16093,26.1,46
7/22/2022,5:51:00 AM,551,16093,24.4,36
7/22/2022,5:59:00 AM,559,999999,999.9,9999
7/22/2022,6:00:00 AM,600,16000,24.4,36
7/22/2022,6:51:00 AM,651,16093,23.9,31
7/22/2022,7:51:00 AM,751,16093,22.8,26
7/22/2022,8:51:00 AM,851,16093,21.7,31
7/22/2022,9:51:00 AM,951,16093,21.1,15
7/22/2022,10:51:00 AM,1051,16093,20.6,31
7/22/2022,11:51:00 AM,1151,16093,21.7,36
7/22/2022,12:00:00 PM,1200,16000,21.7,36
7/22/2022,12:51:00 PM,1251,16093,22.8,31
7/22/2022,1:51:00 PM,1351,16093,24.4,0
7/22/2022,2:51:00 PM,1451,16093,27.2,0
7/22/2022,3:51:00 PM,1551,16093,28.9,0
7/22/2022,4:51:00 PM,1651,16093,30,46
7/22/2022,5:51:00 PM,1751,16093,30.6,41
7/22/2022,6:00:00 PM,1800,16000,30.6,41
7/22/2022,6:51:00 PM,1851,16093,31.1,46
7/22/2022,7:51:00 PM,1951,16093,32.2,36
7/22/2022,8:51:00 PM,2051,16093,32.2,72
7/22/2022,9:51:00 PM,2151,16093,31.7,72
7/22/2022,10:51:00 PM,2251,16093,31.1,67
7/22/2022,11:51:00 PM,2351,16093,30,36
7/23/2022,12:00:00 AM,0,16000,30,36
7/23/2022,12:51:00 AM,51,16093,28.9,31
7/23/2022,1:51:00 AM,151,16093,27.2,26
7/23/2022,2:51:00 AM,251,16093,27.2,21
7/23/2022,3:51:00 AM,351,16093,27.2,26
7/23/2022,4:05:00 AM,405,16093,26.7,36
7/23/2022,4:32:00 AM,432,16093,25.6,26
7/23/2022,4:51:00 AM,451,16093,25.6,21
7/23/2022,5:51:00 AM,551,16093,26.7,57
7/23/2022,5:59:00 AM,559,999999,999.9,9999
7/23/2022,6:00:00 AM,600,16000,26.7,57
7/23/2022,6:51:00 AM,651,16093,26.1,15
7/23/2022,7:51:00 AM,751,16093,26.1,15
7/23/2022,8:24:00 AM,824,16093,26.1,21
7/23/2022,8:51:00 AM,851,16093,24.4,31
7/23/2022,9:51:00 AM,951,16093,22.8,88
7/23/2022,10:20:00 AM,1020,1609,21.7,201
7/23/2022,10:22:00 AM,1022,402,21.1,170
7/23/2022,10:25:00 AM,1025,402,20.6,129
7/23/2022,10:28:00 AM,1028,805,20,118
7/23/2022,10:37:00 AM,1037,1609,20.6,67
7/23/2022,10:49:00 AM,1049,1207,21,77
7/23/2022,10:51:00 AM,1051,1207,20.6,77
7/23/2022,10:59:00 AM,1059,2414,20.6,88
7/23/2022,11:04:00 AM,1104,4828,20,82
7/23/2022,11:15:00 AM,1115,14484,20.6,46
7/23/2022,11:49:00 AM,1149,16093,21,36
7/23/2022,11:51:00 AM,1151,16093,21.1,31
7/23/2022,12:00:00 PM,1200,16000,21.1,31
7/23/2022,12:15:00 PM,1215,16093,21.1,41
7/23/2022,12:42:00 PM,1242,16093,21.1,36
7/23/2022,12:51:00 PM,1251,16093,21.1,36
7/23/2022,1:24:00 PM,1324,16093,21.1,46
7/23/2022,1:51:00 PM,1351,16093,23.3,51
7/23/2022,2:51:00 PM,1451,16093,23.9,46
7/23/2022,3:51:00 PM,1551,16093,23.3,93
7/23/2022,4:51:00 PM,1651,16093,24.4,41
7/23/2022,5:51:00 PM,1751,16093,25,57
7/23/2022,6:00:00 PM,1800,16000,25,57
7/23/2022,6:51:00 PM,1851,16093,26.7,72
7/23/2022,7:51:00 PM,1951,16093,27.8,82
7/23/2022,8:51:00 PM,2051,16093,29.4,67
7/23/2022,9:51:00 PM,2151,16093,30,93
7/23/2022,10:51:00 PM,2251,16093,28.3,77
7/23/2022,11:51:00 PM,2351,16093,28.3,72
7/24/2022,12:00:00 AM,0,16000,28.3,72
7/24/2022,12:51:00 AM,51,16093,27.8,67
7/24/2022,1:51:00 AM,151,16093,27.2,57
7/24/2022,2:51:00 AM,251,16093,26.7,51
7/24/2022,3:51:00 AM,351,16093,26.7,21
7/24/2022,4:51:00 AM,451,16093,26.1,46
7/24/2022,5:51:00 AM,551,16093,25.6,31
7/24/2022,5:59:00 AM,559,999999,999.9,9999
7/24/2022,6:00:00 AM,600,16000,25.6,31
7/24/2022,6:51:00 AM,651,16093,27.8,46
7/24/2022,7:51:00 AM,751,16093,27.2,51
7/24/2022,8:51:00 AM,851,16093,27.2,41
7/24/2022,9:51:00 AM,951,16093,25.6,26
7/24/2022,10:18:00 AM,1018,16093,25,41
7/24/2022,10:27:00 AM,1027,12875,25,36
7/24/2022,10:48:00 AM,1048,4828,24,46
7/24/2022,10:51:00 AM,1051,4828,24.4,36
7/24/2022,10:57:00 AM,1057,9656,24.4,41
7/24/2022,11:41:00 AM,1141,9656,23.9,62
7/24/2022,11:51:00 AM,1151,8047,23.9,46
7/24/2022,12:00:00 PM,1200,8000,23.9,46
7/24/2022,12:10:00 PM,1210,12875,23.9,67
7/24/2022,12:51:00 PM,1251,12875,22.8,88
7/24/2022,1:19:00 PM,1319,16093,22.8,77
7/24/2022,1:51:00 PM,1351,16093,22.8,67
7/24/2022,2:51:00 PM,1451,16093,24.4,62
7/24/2022,3:51:00 PM,1551,16093,25.6,82
7/24/2022,4:51:00 PM,1651,16093,26.7,67
7/24/2022,5:25:00 PM,1725,16093,27.2,46
7/24/2022,5:42:00 PM,1742,16093,27.2,51
7/24/2022,5:51:00 PM,1751,16093,26.7,67
7/24/2022,6:00:00 PM,1800,16000,26.7,67
7/24/2022,6:51:00 PM,1851,16093,27.8,51
7/24/2022,7:21:00 PM,1921,16093,28.3,41
7/24/2022,7:51:00 PM,1951,16093,29.4,67
7/24/2022,8:09:00 PM,2009,16093,28.9,46
7/24/2022,8:51:00 PM,2051,16093,28.9,57
7/24/2022,9:49:00 PM,2149,16093,29,62
7/24/2022,9:51:00 PM,2151,16093,28.9,62
7/24/2022,10:51:00 PM,2251,16093,29.4,57
7/24/2022,11:51:00 PM,2351,16093,27.8,62
7/25/2022,12:00:00 AM,0,16000,27.8,62
7/25/2022,12:51:00 AM,51,16093,27.2,72
7/25/2022,1:51:00 AM,151,16093,25.6,46
7/25/2022,2:51:00 AM,251,16093,23.9,31
7/25/2022,3:51:00 AM,351,16093,23.9,21
7/25/2022,4:51:00 AM,451,16093,22.8,15
7/25/2022,5:51:00 AM,551,16093,21.7,26
7/25/2022,5:59:00 AM,559,999999,999.9,9999
7/25/2022,6:00:00 AM,600,16000,21.7,26
7/25/2022,6:51:00 AM,651,16093,21.7,36
7/25/2022,7:51:00 AM,751,16093,20.6,26
7/25/2022,8:51:00 AM,851,16093,20,26
7/25/2022,9:51:00 AM,951,16093,18.9,21
7/25/2022,10:51:00 AM,1051,16093,17.8,31
7/25/2022,11:51:00 AM,1151,16093,19.4,26
7/25/2022,12:00:00 PM,1200,16000,19.4,26
7/25/2022,12:51:00 PM,1251,16093,21.7,21
7/25/2022,1:51:00 PM,1351,16093,22.2,21
7/25/2022,2:51:00 PM,1451,16093,23.9,21
7/25/2022,3:51:00 PM,1551,16093,23.3,26
7/25/2022,4:51:00 PM,1651,16093,23.9,46
7/25/2022,5:51:00 PM,1751,16093,23.9,46
7/25/2022,6:00:00 PM,1800,16000,23.9,46
7/25/2022,6:51:00 PM,1851,16093,23.3,51
7/25/2022,7:51:00 PM,1951,16093,23.3,21
7/25/2022,8:51:00 PM,2051,16093,23.9,46
7/25/2022,9:51:00 PM,2151,16093,23.9,41
7/25/2022,10:51:00 PM,2251,16093,23.3,36
7/25/2022,11:51:00 PM,2351,16093,22.2,31
7/26/2022,12:00:00 AM,0,16000,22.2,31
7/26/2022,12:51:00 AM,51,16093,21.7,41
7/26/2022,1:51:00 AM,151,16093,21.1,31
7/26/2022,2:51:00 AM,251,16093,20,21
7/26/2022,3:51:00 AM,351,16093,19.4,31
7/26/2022,4:51:00 AM,451,16093,19.4,26
7/26/2022,5:51:00 AM,551,16093,19.4,15
7/26/2022,5:59:00 AM,559,999999,999.9,9999
7/26/2022,6:00:00 AM,600,16000,19.4,15
7/26/2022,6:51:00 AM,651,16093,18.9,26
7/26/2022,7:51:00 AM,751,16093,18.9,0
7/26/2022,8:51:00 AM,851,16093,18.3,0
7/26/2022,9:51:00 AM,951,16093,18.3,0
7/26/2022,10:51:00 AM,1051,16093,18.3,0
7/26/2022,11:51:00 AM,1151,16093,18.9,21
7/26/2022,12:00:00 PM,1200,16000,18.9,21
7/26/2022,12:51:00 PM,1251,16093,20.6,21
7/26/2022,1:51:00 PM,1351,16093,22.2,21
7/26/2022,2:51:00 PM,1451,16093,23.9,26
7/26/2022,3:51:00 PM,1551,16093,25,31
7/26/2022,4:51:00 PM,1651,16093,26.1,31
7/26/2022,5:51:00 PM,1751,16093,27.2,0
7/26/2022,6:00:00 PM,1800,16000,27.2,0
7/26/2022,6:51:00 PM,1851,16093,27.8,26
7/26/2022,7:51:00 PM,1951,16093,27.2,26
7/26/2022,8:51:00 PM,2051,16093,26.1,41
7/26/2022,9:51:00 PM,2151,16093,26.7,41
7/26/2022,10:51:00 PM,2251,16093,25.6,46
7/26/2022,11:51:00 PM,2351,16093,25,57
7/27/2022,12:00:00 AM,0,16000,25,57
7/27/2022,12:51:00 AM,51,16093,24.4,41
7/27/2022,1:51:00 AM,151,16093,23.9,41
7/27/2022,2:51:00 AM,251,16093,23.9,21
7/27/2022,3:51:00 AM,351,16093,23.3,21
7/27/2022,4:51:00 AM,451,16093,22.2,15
7/27/2022,5:51:00 AM,551,16093,22.2,15
7/27/2022,5:59:00 AM,559,999999,999.9,9999
7/27/2022,6:00:00 AM,600,16000,22.2,15
7/27/2022,6:51:00 AM,651,16093,21.7,21
7/27/2022,7:51:00 AM,751,16093,21.1,15
7/27/2022,8:49:00 AM,849,16093,21,26
7/27/2022,8:51:00 AM,851,16093,21.1,21
7/27/2022,9:51:00 AM,951,16093,21.1,26
7/27/2022,10:22:00 AM,1022,16093,21.1,21
7/27/2022,10:41:00 AM,1041,16093,21.7,21
7/27/2022,10:51:00 AM,1051,16093,21.1,21
7/27/2022,11:51:00 AM,1151,16093,21.1,21
7/27/2022,12:00:00 PM,1200,16000,21.1,21
7/27/2022,12:44:00 PM,1244,16093,21.7,31
7/27/2022,12:51:00 PM,1251,16093,21.7,36
7/27/2022,1:51:00 PM,1351,16093,22.2,51
7/27/2022,2:51:00 PM,1451,16093,23.3,41
7/27/2022,3:51:00 PM,1551,16093,25,62
7/27/2022,4:51:00 PM,1651,16093,26.7,41
7/27/2022,5:51:00 PM,1751,16093,27.8,41
7/27/2022,6:00:00 PM,1800,16000,27.8,41
7/27/2022,6:51:00 PM,1851,16093,28.3,72
7/27/2022,7:15:00 PM,1915,16093,26.1,88
7/27/2022,7:27:00 PM,1927,16093,23.9,72
7/27/2022,7:51:00 PM,1951,14484,23.9,26
7/27/2022,8:51:00 PM,2051,16093,26.7,41
7/27/2022,9:51:00 PM,2151,16093,27.2,41
7/27/2022,10:51:00 PM,2251,16093,28.3,51
7/27/2022,11:51:00 PM,2351,16093,27.2,36
7/28/2022,12:00:00 AM,0,16000,27.2,36
7/28/2022,12:51:00 AM,51,16093,26.7,46
7/28/2022,1:51:00 AM,151,16093,25.6,26
7/28/2022,2:51:00 AM,251,16093,23.9,26
7/28/2022,3:51:00 AM,351,16093,22.8,36
7/28/2022,4:51:00 AM,451,16093,22.2,31
7/28/2022,5:51:00 AM,551,16093,21.7,36
7/28/2022,5:59:00 AM,559,999999,999.9,9999
7/28/2022,6:00:00 AM,600,16000,21.7,36
7/28/2022,6:51:00 AM,651,16093,21.7,36
7/28/2022,7:51:00 AM,751,16093,21.7,31
7/28/2022,8:51:00 AM,851,16093,21.7,31
7/28/2022,9:51:00 AM,951,16093,21.1,31
7/28/2022,10:51:00 AM,1051,16093,21.1,36
7/28/2022,11:51:00 AM,1151,16093,20.6,36
7/28/2022,12:00:00 PM,1200,16000,20.6,36
7/28/2022,12:51:00 PM,1251,16093,21.1,41
7/28/2022,1:51:00 PM,1351,16093,21.7,46
7/28/2022,2:51:00 PM,1451,16093,23.3,46
7/28/2022,3:51:00 PM,1551,16093,24.4,51
7/28/2022,4:51:00 PM,1651,16093,26.1,57
7/28/2022,5:51:00 PM,1751,16093,26.7,57
7/28/2022,6:00:00 PM,1800,16000,26.7,57
7/28/2022,6:51:00 PM,1851,16093,25.6,57
7/28/2022,7:51:00 PM,1951,16093,26.1,46
7/28/2022,8:51:00 PM,2051,16093,26.1,46
7/28/2022,9:51:00 PM,2151,16093,26.1,67
7/28/2022,10:51:00 PM,2251,16093,25.6,51
7/28/2022,11:51:00 PM,2351,16093,25,46
7/29/2022,12:00:00 AM,0,16000,25,46
7/29/2022,12:51:00 AM,51,16093,23.9,36
7/29/2022,1:51:00 AM,151,16093,22.8,31
7/29/2022,2:51:00 AM,251,16093,21.7,31
7/29/2022,3:51:00 AM,351,16093,21.1,21
7/29/2022,4:51:00 AM,451,16093,20.6,26
7/29/2022,5:51:00 AM,551,16093,20,26
7/29/2022,5:59:00 AM,559,999999,999.9,9999
7/29/2022,6:00:00 AM,600,16000,20,26
7/29/2022,6:51:00 AM,651,16093,18.9,26
7/29/2022,7:51:00 AM,751,16093,18.3,26
7/29/2022,8:51:00 AM,851,16093,17.8,15
7/29/2022,9:51:00 AM,951,16093,17.2,21
7/29/2022,10:51:00 AM,1051,16093,16.7,26
7/29/2022,11:51:00 AM,1151,16093,17.2,31
7/29/2022,12:00:00 PM,1200,16000,17.2,31
7/29/2022,12:51:00 PM,1251,16093,20,26
7/29/2022,1:51:00 PM,1351,16093,21.7,21
7/29/2022,2:51:00 PM,1451,16093,22.8,31
7/29/2022,3:51:00 PM,1551,16093,24.4,46
7/29/2022,4:51:00 PM,1651,16093,25,46
7/29/2022,5:51:00 PM,1751,16093,25.6,57
7/29/2022,6:00:00 PM,1800,16000,25.6,57
7/29/2022,6:51:00 PM,1851,16093,25,62
7/29/2022,7:51:00 PM,1951,16093,26.7,62
7/29/2022,8:51:00 PM,2051,16093,26.7,62
7/29/2022,9:51:00 PM,2151,16093,26.1,51
7/29/2022,10:51:00 PM,2251,16093,26.1,41
7/29/2022,11:51:00 PM,2351,16093,25.6,41
7/30/2022,12:00:00 AM,0,16000,25.6,41
7/30/2022,12:51:00 AM,51,16093,24.4,36
7/30/2022,1:51:00 AM,151,16093,23.3,26
7/30/2022,2:51:00 AM,251,16093,22.8,15
7/30/2022,3:51:00 AM,351,16093,21.7,15
7/30/2022,4:51:00 AM,451,16093,21.1,21
7/30/2022,5:51:00 AM,551,16093,20.6,21
7/30/2022,5:59:00 AM,559,999999,999.9,9999
7/30/2022,6:00:00 AM,600,16000,20.6,21
7/30/2022,6:51:00 AM,651,16093,19.4,21
7/30/2022,7:51:00 AM,751,16093,18.9,21
7/30/2022,8:51:00 AM,851,16093,18.3,0
7/30/2022,9:51:00 AM,951,16093,17.8,0
7/30/2022,10:51:00 AM,1051,16093,17.8,0
7/30/2022,11:51:00 AM,1151,16093,18.3,15
7/30/2022,12:00:00 PM,1200,16000,18.3,15
7/30/2022,12:51:00 PM,1251,16093,21.7,0
7/30/2022,1:51:00 PM,1351,16093,23.3,0
7/30/2022,2:51:00 PM,1451,16093,24.4,15
7/30/2022,3:51:00 PM,1551,16093,26.1,26
7/30/2022,4:51:00 PM,1651,16093,26.1,15
7/30/2022,5:51:00 PM,1751,16093,26.7,36
7/30/2022,6:00:00 PM,1800,16000,26.7,36
7/30/2022,6:51:00 PM,1851,16093,26.7,26
7/30/2022,7:51:00 PM,1951,16093,27.2,41
7/30/2022,8:51:00 PM,2051,16093,27.2,0
7/30/2022,9:51:00 PM,2151,16093,26.7,31
7/30/2022,10:51:00 PM,2251,16093,26.7,21
7/30/2022,11:51:00 PM,2351,16093,26.7,26
7/31/2022,12:00:00 AM,0,16000,26.7,26
7/31/2022,12:51:00 AM,51,16093,25.6,21
7/31/2022,1:51:00 AM,151,16093,25,15
7/31/2022,2:51:00 AM,251,16093,24.4,21
7/31/2022,3:51:00 AM,351,16093,22.8,21
7/31/2022,4:51:00 AM,451,16093,22.8,21
7/31/2022,5:51:00 AM,551,16093,21.7,21
7/31/2022,5:59:00 AM,559,999999,999.9,9999
7/31/2022,6:00:00 AM,600,16000,21.7,21
7/31/2022,6:51:00 AM,651,16093,21.1,21
7/31/2022,7:51:00 AM,751,16093,20.6,21
7/31/2022,8:51:00 AM,851,16093,20.6,15
7/31/2022,9:51:00 AM,951,16093,19.4,0
7/31/2022,10:51:00 AM,1051,16093,19.4,0
7/31/2022,11:51:00 AM,1151,16093,20,0
7/31/2022,12:00:00 PM,1200,16000,20,0
7/31/2022,12:51:00 PM,1251,16093,22.2,0
7/31/2022,1:51:00 PM,1351,16093,25,0
7/31/2022,2:51:00 PM,1451,16093,26.1,15
7/31/2022,3:51:00 PM,1551,16093,26.7,46
7/31/2022,4:51:00 PM,1651,16093,27.2,41
7/31/2022,5:51:00 PM,1751,16093,27.8,57
7/31/2022,6:00:00 PM,1800,16000,27.8,57
7/31/2022,6:51:00 PM,1851,16093,28.3,51
7/31/2022,7:51:00 PM,1951,16093,28.3,41
7/31/2022,8:51:00 PM,2051,16093,28.9,57
7/31/2022,9:51:00 PM,2151,16093,27.8,51
7/31/2022,10:51:00 PM,2251,16093,28.3,41
7/31/2022,11:51:00 PM,2351,16093,27.8,51
8/1/2022,12:00:00 AM,0,16000,27.8,51
8/1/2022,12:51:00 AM,51,16093,26.7,41
8/1/2022,1:51:00 AM,151,16093,25.6,36
8/1/2022,2:51:00 AM,251,16093,25.6,31
8/1/2022,3:51:00 AM,351,16093,25,46
8/1/2022,4:51:00 AM,451,16093,24.4,36
8/1/2022,5:51:00 AM,551,16093,23.9,51
8/1/2022,5:59:00 AM,559,999999,999.9,9999
8/1/2022,5:59:00 AM,559,999999,999.9,9999
8/1/2022,6:00:00 AM,600,16000,23.9,51
8/1/2022,6:51:00 AM,651,16093,23.3,36
8/1/2022,7:51:00 AM,751,16093,23.3,57
8/1/2022,8:51:00 AM,851,16093,23.3,41
8/1/2022,9:51:00 AM,951,16093,23.9,46
8/1/2022,10:02:00 AM,1002,16093,23.3,46
8/1/2022,10:36:00 AM,1036,16093,23.3,62
8/1/2022,10:51:00 AM,1051,16093,22.8,41
8/1/2022,11:51:00 AM,1151,16093,22.2,46
8/1/2022,12:00:00 PM,1200,16000,22.2,46
8/1/2022,12:51:00 PM,1251,16093,23.3,62
8/1/2022,1:51:00 PM,1351,16093,23.9,57
8/1/2022,2:51:00 PM,1451,16093,25.6,62
8/1/2022,3:42:00 PM,1542,16093,26.7,62
8/1/2022,3:51:00 PM,1551,16093,26.7,82
8/1/2022,4:22:00 PM,1622,16093,27.8,46
8/1/2022,4:51:00 PM,1651,16093,27.8,62
8/1/2022,5:22:00 PM,1722,16093,27.8,62
8/1/2022,5:51:00 PM,1751,16093,28.9,62
8/1/2022,6:00:00 PM,1800,16000,28.9,62
8/1/2022,6:51:00 PM,1851,16093,28.3,57
8/1/2022,7:51:00 PM,1951,16093,28.9,51
8/1/2022,8:51:00 PM,2051,16093,28.9,62
8/1/2022,9:51:00 PM,2151,16093,29.4,51
8/1/2022,10:51:00 PM,2251,16093,28.3,62
8/1/2022,11:51:00 PM,2351,16093,28.3,57
8/2/2022,12:00:00 AM,0,16000,28.3,57
8/2/2022,12:51:00 AM,51,16093,27.2,46
8/2/2022,1:51:00 AM,151,16093,26.1,36
8/2/2022,2:51:00 AM,251,16093,25.6,26
8/2/2022,3:51:00 AM,351,16093,23.9,21
8/2/2022,4:51:00 AM,451,16093,23.3,21
8/2/2022,5:51:00 AM,551,16093,22.8,0
8/2/2022,5:59:00 AM,559,999999,999.9,9999
8/2/2022,6:00:00 AM,600,16000,22.8,0
8/2/2022,6:51:00 AM,651,16093,21.7,21
8/2/2022,7:51:00 AM,751,16093,21.1,15
8/2/2022,8:51:00 AM,851,16093,20.6,15
8/2/2022,9:51:00 AM,951,16093,20,0
8/2/2022,10:51:00 AM,1051,16093,20.6,15
8/2/2022,11:51:00 AM,1151,16093,21.7,26
8/2/2022,12:00:00 PM,1200,16000,21.7,26
8/2/2022,12:51:00 PM,1251,16093,23.3,15
8/2/2022,1:51:00 PM,1351,16093,24.4,0
8/2/2022,2:51:00 PM,1451,16093,26.7,31
8/2/2022,3:51:00 PM,1551,16093,27.2,46
8/2/2022,4:51:00 PM,1651,16093,27.8,46
8/2/2022,5:51:00 PM,1751,16093,28.9,36
8/2/2022,6:00:00 PM,1800,16000,28.9,36
8/2/2022,6:51:00 PM,1851,16093,29.4,46
8/2/2022,7:51:00 PM,1951,16093,31.1,41
8/2/2022,8:51:00 PM,2051,16093,32.2,51
8/2/2022,9:51:00 PM,2151,16093,31.1,57
8/2/2022,10:51:00 PM,2251,16093,31.1,46
8/2/2022,11:51:00 PM,2351,16093,30.6,51
8/3/2022,12:00:00 AM,0,16000,30.6,51
8/3/2022,12:51:00 AM,51,16093,28.3,36
8/3/2022,1:51:00 AM,151,16093,27.8,46
8/3/2022,2:51:00 AM,251,16093,26.7,46
8/3/2022,3:51:00 AM,351,16093,25.6,67
8/3/2022,4:51:00 AM,451,16093,25,72
8/3/2022,5:51:00 AM,551,16093,24.4,57
8/3/2022,5:59:00 AM,559,999999,999.9,9999
8/3/2022,6:00:00 AM,600,16000,24.4,57
8/3/2022,6:51:00 AM,651,16093,23.9,36
8/3/2022,7:51:00 AM,751,16093,23.9,46
8/3/2022,8:51:00 AM,851,16093,23.9,51
8/3/2022,9:51:00 AM,951,16093,23.9,67
8/3/2022,10:51:00 AM,1051,16093,24.4,51
8/3/2022,11:51:00 AM,1151,16093,25,72
8/3/2022,12:00:00 PM,1200,16000,25,72
8/3/2022,12:51:00 PM,1251,16093,25.6,57
8/3/2022,1:51:00 PM,1351,16093,27.2,51
8/3/2022,2:51:00 PM,1451,16093,28.9,67
8/3/2022,3:51:00 PM,1551,16093,30,77
8/3/2022,4:51:00 PM,1651,16093,31.7,77
8/3/2022,5:51:00 PM,1751,16093,32.8,77
8/3/2022,6:00:00 PM,1800,16000,32.8,77
8/3/2022,6:51:00 PM,1851,16093,31.7,77
8/3/2022,7:51:00 PM,1951,16093,31.1,57
8/3/2022,8:51:00 PM,2051,16093,30,67
8/3/2022,9:51:00 PM,2151,16093,28.9,51
8/3/2022,10:51:00 PM,2251,16093,27.8,57
8/3/2022,11:51:00 PM,2351,16093,27.8,46
8/4/2022,12:00:00 AM,0,16000,27.8,46
8/4/2022,12:51:00 AM,51,16093,28.3,57
8/4/2022,1:51:00 AM,151,16093,27.8,31
8/4/2022,2:51:00 AM,251,16093,27.2,31
8/4/2022,3:41:00 AM,341,16093,26.7,36
8/4/2022,3:51:00 AM,351,16093,26.1,51
8/4/2022,4:05:00 AM,405,16093,25.6,46
8/4/2022,4:51:00 AM,451,16093,25,46
8/4/2022,5:51:00 AM,551,16093,24.4,41
8/4/2022,5:59:00 AM,559,999999,999.9,9999
8/4/2022,6:00:00 AM,600,16000,24.4,41
8/4/2022,6:51:00 AM,651,16093,23.9,51
8/4/2022,7:51:00 AM,751,16093,23.3,41
8/4/2022,8:51:00 AM,851,16093,23.3,41
8/4/2022,9:51:00 AM,951,16093,23.3,36
8/4/2022,10:13:00 AM,1013,16093,23.3,41
8/4/2022,10:51:00 AM,1051,16093,23.3,57
8/4/2022,11:42:00 AM,1142,16093,23.3,26
8/4/2022,11:51:00 AM,1151,16093,23.3,31
8/4/2022,12:00:00 PM,1200,16000,23.3,31
8/4/2022,12:05:00 PM,1205,16093,23.9,31
8/4/2022,12:51:00 PM,1251,16093,23.3,36
8/4/2022,1:51:00 PM,1351,16093,24.4,31
8/4/2022,2:51:00 PM,1451,16093,25.6,15
8/4/2022,3:36:00 PM,1536,16093,26.7,0
8/4/2022,3:51:00 PM,1551,16093,26.7,0
8/4/2022,4:09:00 PM,1609,16093,28.3,15
8/4/2022,4:47:00 PM,1647,16093,27,0
8/4/2022,4:51:00 PM,1651,16093,27.8,0
8/4/2022,5:21:00 PM,1721,16093,27.2,51
8/4/2022,5:49:00 PM,1749,16093,27,41
8/4/2022,5:51:00 PM,1751,16093,27.2,46
8/4/2022,6:00:00 PM,1800,16000,27.2,46
8/4/2022,6:35:00 PM,1835,16093,27.2,46
8/4/2022,6:49:00 PM,1849,16093,27,41
8/4/2022,6:51:00 PM,1851,16093,26.7,41
8/4/2022,7:51:00 PM,1951,16093,26.7,57
8/4/2022,8:49:00 PM,2049,16093,26,57
8/4/2022,8:51:00 PM,2051,16093,26.1,62
8/4/2022,9:51:00 PM,2151,16093,25,57
8/4/2022,10:02:00 PM,2202,16093,25,72
8/4/2022,10:51:00 PM,2251,16093,24.4,46
8/4/2022,11:37:00 PM,2337,16093,23.9,67
8/4/2022,11:51:00 PM,2351,16093,23.9,67
8/5/2022,12:00:00 AM,0,16000,23.9,67
8/5/2022,12:11:00 AM,11,16093,23.9,57
8/5/2022,12:51:00 AM,51,16093,23.9,41
8/5/2022,1:51:00 AM,151,16093,22.8,62
8/5/2022,2:51:00 AM,251,16093,22.2,36
8/5/2022,3:51:00 AM,351,16093,21.7,26
8/5/2022,4:51:00 AM,451,16093,21.1,31
8/5/2022,5:51:00 AM,551,16093,21.1,36
8/5/2022,5:59:00 AM,559,999999,999.9,9999
8/5/2022,6:00:00 AM,600,16000,21.1,36
8/5/2022,6:51:00 AM,651,16093,20,26
8/5/2022,7:51:00 AM,751,16093,20.6,31
8/5/2022,8:51:00 AM,851,16093,19.4,26
